store-name,address,address_city,address_postcode,address_region,address_departement,address_longitude,address_latitude,google_map_url,contact_phone,contact_email,open_hour_monday_to_friday,close_hour_monday_to_friday,open_hour_saturday,closed_hour_saturday,open_hours_sunday,source
Béziers,ZAC Parc Actipolis - Avenue du Viguier,Villeneuve-les-Béziers,34420,Occitanie,Hérault,3.276036,43.334894,"https://maps.google.com/maps/?q=43.334894,3.276036",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/beziers
Caen,570 Avenue du général de Gaulle,Hérouville-Saint-Clair,14200,Normandie,Calvados,-0.345504,49.209612,"https://maps.google.com/maps/?q=49.209612,-0.345504",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/caen
Calais,ZAC Marcel-Doret - Rue Louis Breguet,Calais,62100,Hauts-de-France,Pas-de-Calais,1.911437,50.953316,"https://maps.google.com/maps/?q=50.953316,1.911437",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/calais
Cannes,Rue de la Praderie,Cannes-la-Bocca,6150,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,6.9653571,43.5485252,"https://maps.google.com/maps/?q=43.5485252,6.9653571",0825 09 09 09,service.clients@metro.fr,05:00:00,19:00:00,05:00:00,18:00:00,closed,https://www.metro.fr/halles/cannes
Carcassonne,460 rue Gustave Eiffel,Carcassonne,11000,Occitanie,Aude,2.3012695,43.2068563,"https://maps.google.com/maps/?q=43.2068563,%202.3012695",0825 09 09 09,service.clients@metro.fr,06:00:00,18:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/carcassonne
Cergy (Saint-Ouen-l'Aumône),Parc d'activités du Vert Galant - Avenue du Fond de Vaux,Saint-Ouen-l'Aumône,95310,Île-de-France,Val-d'Oise,2.146444,49.052766,"https://maps.google.com/maps/?q=49.052766,2.146444",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/cergy
Chalon-sur-Saône (Saint-Marcel),Rue Louis Alphonse Poitevin,Saint-Marcel,71380,Bourgogne-Franche-Comté,Saône-et-Loire,4.865394,46.769369,"https://maps.google.com/maps/?q=46.769369,4.865394",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/chalon-sur-saone
Chambéry (Voglans),"Parc d'activités ""La dent du chat""",Voglans,73420,Auvergne-Rhône-Alpes,Savoie,5.888524,45.621545,"https://maps.google.com/maps/?q=45.621545,5.888524",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/chambery
Chamonix (Passy),195 rue de l'Adret ZI des Raches -  PAE du Mont Blanc,Passy,74190,Auvergne-Rhône-Alpes,Haute-Savoie,6.716332,45.915096,"https://maps.google.com/maps/?q=45.915096,6.716332",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/chamonix
Charleville-Mézières,ZA du Val de Vence - Rue Jean-Baptiste LEFORT,Charleville-Mézières,8000,Grand Est,Ardennes,4.727909,49.741625,"https://maps.google.com/maps/?q=49.741625,4.727909",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/charleville-mezieres
Chartres,Z.I. Poillot - Rue Charles Coulombs,Chartres,28000,Centre-Val de Loire,Eure-et-Loir,1.518916,48.436667,"https://maps.google.com/maps/?q=48.436667,1.518916",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/chartres
Chennevières-sur-Marne,8 Rue Gay Lussac,Chennevières-sur-Marne,94430,Île-de-France,Val-de-Marne,2.542407,48.79906,"https://maps.google.com/maps/?q=48.799060,2.542407",0825 09 09 09,service.clients@metro.fr,05:00:00,20:00:00,05:00:00,18:30:00,closed,https://www.metro.fr/halles/chennevieres
Cherbourg (La Glacerie),Les Rouges Terres - RN13,La Glacerie,50470,Normandie,Manche,-1.599548,49.6076,"https://maps.google.com/maps/?q=49.607600,-1.599548",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/cherbourg
Clermont-Ferrand,ZI de la Combaude Sud - 28 boulevard Louis Chartoire,Clermont-Ferrand,63000,Auvergne-Rhône-Alpes,Puy-de-Dôme,3.142312,45.797795,"https://maps.google.com/maps/?q=45.797795,3.142312",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/clermont-ferrand
Colmar,ZI Nord - 45 rue Denis Papin,Colmar,68000,Grand Est,Haut-Rhin,7.376974,48.111577,"https://maps.google.com/maps/?q=48.111577,7.376974",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/colmar
Creil (Saint-Maximin),ZAC du Bois des Fenêtres - Rue de la Révolution Française,Saint-Maximin,60740,Hauts-de-France,Oise,2.461399,49.236096,"https://maps.google.com/maps/?q=49.236096,2.461399",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/creil
Dijon (Marsannay-la-Côte),Boulevard Charles-de-Gaulle,Marsannay-la-Côte,21160,Bourgogne-Franche-Comté,Côte-d'Or,5.01682,47.27772,"https://maps.google.com/maps/?q=47.27772,5.01682",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/dijon
Epinal,ZAC de la Roche - 19 allée des Rapailles,Epinal,88000,Grand Est,Vosges,6.475511,48.18508,"https://maps.google.com/maps/?q=48.185080,6.475511",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/epinal
Evry (Lisses),Pièce de la Remise - D 446 - La Plaine aux Bergers,Lisses-Evry,91090,Île-de-France,Essonne,2.4363,48.61028,"https://maps.google.com/maps/?q=48.61028,2.4363",0825 09 09 09,service.clients@metro.fr,05:00:00,19:00:00,05:00:00,18:00:00,closed,https://www.metro.fr/halles/evry
Fréjus,ZI du Capitou de l'Estérel 834 Av. Jean Lachenaud,Fréjus,83600,Provence-Alpes-Côte d'Azur,Var,6.734046,43.46669,"https://maps.google.com/maps/?q=43.466690,6.734046",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/frejus
Grenoble (Sassenage),ZI l'Argentière - 8 rue François Blumet,Sassenage,38360,Auvergne-Rhône-Alpes,Isère,5.677177,45.209615,"https://maps.google.com/maps/?q=45.209615,5.677177",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/grenoble
Hénin-Beaumont,Chemin de Noyelles Godault,Hénin-Beaumont,62110,Hauts-de-France,Pas-de-Calais,2.978512,50.402282,"https://maps.google.com/maps/?q=50.402282,2.978512",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/henin-beaumont
La Rochelle (Périgny),Avenue Paul Langevin,Périgny,17180,Nouvelle-Aquitaine,Charente-Maritime,-1.095138,46.161828,"https://maps.google.com/maps/?q=46.161828,-1.095138",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/la-rochelle
La-Roche-sur-Yon (Venansault),ZAC de la Landette Nord - Rue Gutemberg,Venansault,85190,Pays de la Loire,Vendée,-1.51259,46.652352,"https://maps.google.com/maps/?q=46.652352,-1.512590",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/la-roche-sur-yon
Le Havre,2 rue Desmarais,Le Havre,76600,Normandie,Seine-Maritime,0.148878,49.489409,"https://maps.google.com/maps/?q=49.489409,0.148878",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/le-havre
Le Mans,Chemin de La Foucaudière,Le Mans,72100,Pays de la Loire,Sarthe,0.20032,47.978515,"https://maps.google.com/maps/?q=47.978515,0.200320",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/le-mans
Limoges,Avenue de l'Abattoir,Limoges,87000,Nouvelle-Aquitaine,Haute-Vienne,1.2595735,45.8106536,"https://maps.google.com/maps/?q=45.8106536,1.2595735",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/limoges
Lomme,Rue des fusillés,Lomme,59160,Hauts-de-France,Nord,2.971283,50.639636,"https://maps.google.com/maps/?q=50.639636,2.971283",0825 09 09 09,service.clients@metro.fr,05:30:00,20:00:00,05:30:00,18:00:00,closed,https://www.metro.fr/halles/lomme
Lorient (Lanester),ZI de Lann Sevelin - Route de Kerviec,Lanester,56600,Bretagne,Morbihan,-3.349175,47.780944,"https://maps.google.com/maps/?q=47.780944,-3.349175",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/lorient
Lyon (Limonest),Parc d'activités de Limonest - Chemin de la Bruyère,LimonestFrance,69760,Auvergne-Rhône-Alpes,Rhône,4.77234,45.809847,"https://maps.google.com/maps/?q=45.809847,4.772340",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/lyon-limonest
Lyon (Vaulx-en-Velin),2 avenue Charles-de-Gaulles - ZI les Rubines,Vaulx-en-Velin,69120,Auvergne-Rhône-Alpes,Rhône,4.92987,45.781064,"https://maps.google.com/maps/?q=45.781064,4.929870",0825 09 09 09,service.clients@metro.fr,05:30:00,20:00:00,06:00:00,19:00:00,closed,https://www.metro.fr/halles/lyon-vaulx-en-velin
Lyon-Gerland,40 Boulevard de l'Artillerie,Lyon,69007,Auvergne-Rhône-Alpes,Rhône,4.8426581,45.7335279,"https://maps.google.com/maps/?q=45.7335279,4.8426581",0825 09 09 09,service.clients@metro.fr,05:00:00,20:00:00,05:00:00,20:00:00,closed,https://www.metro.fr/halles/lyon-gerland
Mantes-la-Jolie (Buchelay),105 Rue des Closeaux,Buchelay,78200,Île-de-France,Yvelines,1.67815,48.99246,"https://maps.google.com/maps/?q=48.99246,1.67815",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/mantes-la-jolie
Marseille (Les Pennes),Square du Général-de-Gaulle,Les Pennes-Mirabeau,13757,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,5.321667,43.408259,"https://maps.google.com/maps/?q=43.408259,5.321667",0825 09 09 09,service.clients@metro.fr,05:00:00,20:00:00,05:00:00,18:00:00,closed,https://www.metro.fr/halles/marseille-les-pennes
Marseille-La Valentine,Montée du Commandant de Robien ZAC de la Valentine,Marseille,13011,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,5.486365,43.286664,"https://maps.google.com/maps/?q=43.286664,5.486365",0825 09 09 09,service.clients@metro.fr,05:00:00,19:00:00,05:00:00,18:00:00,closed,https://www.metro.fr/halles/marseille-la-valentine
Meaux,Rue du Vide Arpents,Meaux,77100,Île-de-France,Seine-et-Marne,2.90417,48.963584,"https://maps.google.com/maps/?q=48.963584,2.90417",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/meaux
Metz,Rue du Trou aux Serpents - ZAC du port autonome de Metz,Metz,57000,Grand Est,Moselle,6.181185,49.137754,"https://maps.google.com/maps/?q=49.137754,6.181185",0825 09 09 09,service.clients@metro.fr,05:30:00,19:00:00,05:30:00,18:00:00,closed,https://www.metro.fr/halles/metz
Montpellier,3274 avenue Etienne Mehul,Montpellier,34070,Occitanie,Hérault,3.859369,43.573408,"https://maps.google.com/maps/?q=43.573408,3.859369",0825 09 09 09,service.clients@metro.fr,05:30:00,20:00:00,05:30:00,18:00:00,closed,https://www.metro.fr/halles/montpellier
Montélimar,Boulevard Charles André,Montélimar,26200,Auvergne-Rhône-Alpes,Drôme,4.739529,44.526525,"https://maps.google.com/maps/?q=44.526525,4.739529",0825 09 09 09,service.clients@metro.fr,06:00:00,18:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/montelimar
Mulhouse (Kingersheim),Rue de la Griotte,Kingersheim,68260,Grand Est,Haut-Rhin,7.311098,47.792306,"https://maps.google.com/maps/?q=47.792306,7.311098",0825 09 09 09,service.clients@metro.fr,05:30:00,19:00:00,05:30:00,18:00:00,closed,https://www.metro.fr/halles/mulhouse
Nancy,Rue Marcel Brot - Rond Point Jarville,Nancy,54000,Grand Est,Meurthe-et-Moselle,6.205943,48.67629,"https://maps.google.com/maps/?q=48.676290,6.205943",0825 09 09 09,service.clients@metro.fr,05:30:00,19:00:00,05:30:00,18:00:00,closed,https://www.metro.fr/halles/nancy
Nanterre,5 rue des Grands Prés - ZA du Petit Nanterre,Nanterre,92000,Île-de-France,Hauts-de-Seine,2.214484,48.910365,"https://maps.google.com/maps/?q=48.910365,2.214484",08 25 09 09 09,service.clients@metro.fr,05:00:00,20:00:00,05:00:00,19:00:00,closed,https://www.metro.fr/halles/nanterre
Nantes,ZAC de Gros - 361 route de Saint-Luce - BP 537,Nantes,44000,Pays de la Loire,Loire-Atlantique,-1.4967954,47.2467221,"https://maps.google.com/maps/?q=47.2467221,-1.4967954",0825 09 09 09,service.clients@metro.fr,05:30:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/nantes
Narbonne,Avenue de Croix Sud,Narbonne,11100,Occitanie,Aude,2.986278,43.158673,"https://maps.google.com/maps/?q=43.158673,2.9862780",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/narbonne
Nice,CCPlaine 1 - 60 avenue Pierre Isnard,Nice,6200,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,7.196845,43.688473,"https://maps.google.com/maps/?q=43.688473,7.196845",0825 09 09 09,service.clients@metro.fr,05:00:00,20:00:00,05:00:00,19:00:00,closed,https://www.metro.fr/halles/nice
Nîmes (Caissargues),Zone d'activités EURO 2000,Caissargues,30132,Occitanie,Gard,4.385236,43.796342,"https://maps.google.com/maps/?q=43.796342,4.385236",0825 09 09 09,service.clients@metro.fr,05:30:00,19:00:00,05:30:00,18:00:00,closed,https://www.metro.fr/halles/nimes
Orléans (La Chapelle-Saint-Mesnin),Rue des Hauts-Champs,La Chapelle-Saint-Mesmin,45380,Centre-Val de Loire,Loiret,1.8455521,47.8986094,"https://maps.google.com/maps/?q=47.8986094,1.8455521",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/orleans
Paris 12 - Bercy,24 avenue des Terroirs de France,Paris,75012,Île-de-France,Paris,2.38774421,48.8313664,"https://maps.google.com/maps/?q=48.8313664,2.38774421",0825 09 09 09,service.clients@metro.fr,06:00:00,02:00:00,06:00:00,20:00:00,closed,https://www.metro.fr/halles/paris-12
Paris 18 - La Chapelle,55ter rue de la Chapelle,Paris,75018,Île-de-France,Paris (75),2.358843,48.894702,"https://maps.google.com/maps/?q=48.894702,2.358843",0825 09 09 09,service.clients@metro.fr,06:00:00,02:00:00,06:00:00,20:00:00,closed,https://www.metro.fr/halles/la-chapelle
Pau (Lons),ZAC du Parvis - Avenue du Perlic,Lons,64140,Nouvelle-Aquitaine,Pyrénées-Atlantiques,-0.3856113,43.3302488,"https://maps.google.com/maps/?q=43.3302488,-0.3856113",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/pau
Perpignan,ZAC Saint-Charles - 550 avenue de Milan,Perpignan,66000,Occitanie,Pyrénées-Orientales,2.858363,42.689546,"https://maps.google.com/maps/?q=42.689546,2.858363",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/perpignan
Poitiers,ZI de Larnay - Avenue Marcel Dassault,Poitiers,86000,Nouvelle-Aquitaine,Vienne,0.314256,46.599162,"https://maps.google.com/maps/?q=46.599162,0.314256",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/poitiers
Périgueux,Quartier de Gardanne - Route de Lyon,Périgueux,24000,Nouvelle-Aquitaine,Dordogne,2.00737939,45.17892,"https://maps.google.com/maps/?q=45.178920,%200.737939",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/perigueux
Quimper (Ergué-Gabéric),Rond Point de Kerourvois - Route de Coray,Ergué-Gabéric,29500,Bretagne,Finistère,-4.0459,48.001622,"https://maps.google.com/maps/?q=48.001622,-4.045900",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/quimper
Reims,83 rue Ernest Renan,Reims,51100,Grand Est,Marne,4.010816,49.262189,"https://maps.google.com/maps/?q=49.262189,4.010816",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/reims
Rennes,21 rue Louis-Kerautret-Botmel,Rennes,35044,Bretagne,Ille-et-Vilaine,-1.633005,48.091757,"https://maps.google.com/maps/?q=48.091757,-1.633005",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/rennes
Rouen (Sotteville-les-Rouen),55 chemin du Halage,Sotteville-les-Rouen,76300,Normandie,Seine-Maritime,1.111705,49.413375,"https://maps.google.com/maps/?q=49.413375,1.111705",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/rouen
Saint-Brieuc,16 rue Ampère,Saint-Brieuc,22000,Bretagne,Côtes-d'Armor,-2.7348607,48.5045884,"https://maps.google.com/maps/?q=48.5045884,-2.7348607",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/saint-brieuc
Saint-Etienne,38 rue des 3 Glorieuses,Saint-Etienne,42000,Auvergne-Rhône-Alpes,Loire,4.388298,45.466368,"https://maps.google.com/maps/?q=45.466368,4.388298",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/saint-etienne
Saint-Malo,ZAC des Mottais rue de la Monneraie,Saint-Malo,35400,Bretagne,Ille-et-Vilaine,-1.983039,48.627554,"https://maps.google.com/maps/?q=48.627554,-1.983039",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/saint-malo
Saint-Nazaire,ZAC de Brais - Rue Thomas Edison,Saint-Nazaire,44600,Pays de la Loire,Loire-Atlantique,-2.298798,47.287187,"https://maps.google.com/maps/?q=47.287187,-2.298798",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/saint-nazaire
Saint-Quentin (Gauchy),ZI le Royeux,Gauchy,2430,Hauts-de-France,Aisne,3.297081,49.820263,"https://maps.google.com/maps/?q=49.820263,3.297081",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/saint-quentin
Strasbourg (Souffelweyersheim),37 rue des Tuileries,Souffelweyersheim,67460,Grand Est,Bas-Rhin,7.726446,48.627944,"https://maps.google.com/maps/?q=48.627944,7.726446",0825 09 09 09,service.clients@metro.fr,05:30:00,20:00:00,05:30:00,18:00:00,closed,https://www.metro.fr/halles/strasbourg
